#Word;Pleasantness;Activation;Imagery
revolcarse;1.8333;2.4000;2.4
revolcarse a;1.7778;1.8889;2.2
revolotear;2.0000;1.8333;3.0
revoltijo;1.0000;1.6250;2.6
revolución;1.87616666667;2.07936666667;1.93333333333
revolucionario;2.0000;2.2222;1.4
revólver;1.5;2.20835;3.0
revolver;1.7232;2.14585;2.3
revuelo;1.2000;2.4000;1.6
revulsión;1.7143;1.7143;2.4
rey;2.0;1.75;2.9
reyezuelo;1.7143;1.6667;1.8
rezagarse;2.00695;1.8482;2.6
rezar;2.428575;2.15715;2.25
rezo;2.3333;1.6667;1.8
riachuelo;1.7778;1.7500;3.0
riada;2.1548;1.225;2.6
ribera;2.0;1.81745;2.9
ribereño;2.1548;1.7619;2.8
ribete;1.4286;1.5000;2.4
ribetear;1.48705;1.61365;2.6
rico;3.0000;1.8889;1.6
ridiculizar;1.9000;1.9000;2.4
ridículo;2.5000;1.7143;1.6
riel;1.8000;1.6667;2.4
rienda suelta;2.5556;2.7778;1.8
riesgo;1.8891375;2.1256875;1.65
rifle;1.3000;1.9000;3.0
rígido;1.35;1.75;2.2
riguroso;2.0000;1.4444;3.0
rimero;1.5556;1.6667;1.8
riña;1.333325;2.588375;2.2
rincón;1.7143;1.5000;2.8
río;2.15876666667;1.37223333333;2.66666666667
riqueza;2.55555;1.8264;2.8
risa;2.8571;2.54545;2.2
risilla;2.8182;2.4615;2.2
risilla sofocada;2.8182;2.4615;2.2
risilla tonta;2.8182;2.4615;2.2
risotada;2.8571;2.4545;2.2
ristra;1.8201;1.625;2.2
ristre;2.29165;1.52085;2.6
ritmo;1.8884;1.94222;1.72
ritmo de paso;1.6250;2.2500;2.0
ritual;2.0000;2.1250;2.0
rival;1.24645;1.975325;2.55
rivalidad;1.77085;2.4278;2.4
rivalizar con;1.3000;2.2000;2.4
rizo;1.9091;2.1818;2.2
robar;1.6994;1.997325;2.4
robar algo;2.05675;1.752075;1.9
robar el viento;2.4000;1.2500;3.0
robar por;1.6364;1.6364;1.8
roble;2.1429;1.2857;2.6
robo;1.5962;2.34593333333;2.53333333333
robo con;1.5000;2.4000;1.6
roca;1.56665;1.52275;2.7
roce;2.61853333333;2.06943333333;2.33333333333
rociada;1.96035;2.41665;2.7
rociar;1.96035;2.41665;2.7
rocín;2.2500;2.3846;3.0
rock;1.8333;1.5;2.6
roda;1.8000;1.7500;3.0
rodada;1.3333;2.1;2.4
rodaja;1.4545;1.8333;2.4
rodaje;1.80355;1.5143;1.2
rodar;1.92593333333;1.87406666667;2.6
rodar de suelo;1.6364;1.7778;3.0
rodar pesado;2.0000;2.3750;1.8
rodeado;1.1429;1.4286;2.8
rodear;1.6875;1.6875;2.4
rodear a;2.1250;1.6667;3.0
rodear por;1.4444;1.6364;3.0
rodete;1.7778;1.8889;2.2
rodilla;1.5000;1.5000;3.0
rodillas;1.4000;1.2222;2.4
rodillera;1.8889;1.1818;3.0
rodillo;1.7273;1.7273;3.0
rodrigar;1.7500;1.8571;2.6
rodrigón;1.7500;1.8571;2.6
roer;1.6667;2.1111;2.2
rogar;2.1462;2.12078;2.32
rogar a;2.0000;2.1818;1.8
rojillo;2.3;1.6;3.0
rojo;2.1429;2.1250;2.8
rol;1.7196;1.9418;2.06666666667
rollo;1.936875;2.31805;2.15
romántico;2.4286;1.7143;2.2
romanza;2.5556;2.4444;2.4
rompecabezas;2.1250;1.7778;2.6
romper;1.4106;2.22575;2.45
romper con;1.2857;2.0000;2.6
romper el cascarón;1.6667;1.4444;1.0
romper el día;2.1667;1.4444;2.6
romper la crisma;2.3750;1.6667;2.6
romperse;1.57776666667;2.25756666667;2.2
romperse con;1.22915;2.3;2.5
romperse la cabeza;2.1250;1.7778;2.6
romperse por;1.3636;2.6667;1.8
roncar;1.2000;2.0000;2.4
ronda;1.664575;2.0212;2.1
rondar;1.2000;2.7000;2.0
ronquido;1.2000;2.0000;2.4
ropa;1.9348;1.87315;2.23333333333
ropa blanca;2.0000;1.8571;1.6
ropaje;2.05;1.8;3.0
ropa para lavar;1.83335;2.07145;2.7
ropa sucia;1.83335;2.07145;2.7
ropero;1.49105;1.91965;2.7
rosa;2.27406666667;1.77036666667;3.0
rosáceo;2.2222;2.1111;3.0
rosado;2.2222;2.1111;3.0
rosca;1.9000;1.8750;2.6
rosetas;2.2222;1.6667;2.8
rostro;2.2857;1.7500;3.0
rotación;1.96346666667;2.16666666667;1.93333333333
roto;1.54626666667;1.46666666667;2.93333333333
rotular;1.925;1.50345;2.55
rótulo;1.7875;1.69145;2.45
rotundo;1.75;1.3222;2.3
rotura;1.18096666667;2.27146666667;2.33333333333
roturar;1.175;2.31313333333;2.53333333333
roya;1.5833;2.2308;2.0
rozamiento;1.4000;2.1429;1.8
rozar;2.5278;1.9375;2.0
rozar contra;1.8750;2.2500;2.8
rubí;2.6000;1.5714;2.4
rubia;2.6667;1.6250;2.6
rubio;2.3241;1.666675;2.6
rubor;2.0;2.1;2.4
ruborizarse;2.09375;2.05;2.2
ruboroso;2.1429;2.1250;2.8
rubro;1.5714;1.7500;2.2
rucio;1.5;1.4286;2.8
rudimental;1.5000;1.2000;2.4
rudimentario;1.0000;2.0000;1.2
rueda;1.91665;2.01665;2.9
rueda de goma;1.4643;1.98335;3.0
rueda dentada;1.5556;1.5455;1.8
ruedecilla;1.8333;2.2000;2.8
ruedo;1.79165;1.625;2.3
ruego;2.01037142857;1.8631;1.68571428571
rugido;1.4952;2.54705;2.4
rugir;1.3077;2.26925;2.9
ruido;1.6111;2.6778;1.5
ruido de pasos;1.0000;2.5000;1.8
ruidoso;2.2000;2.0000;1.8
ruina;1.4545;2.0000;1.8
rumbo;2.0303;1.90743333333;2.0
rumor;2.2857;1.60715;2.4
ruptura;1.25596666667;2.42856666667;2.13333333333
ruso;1.675;1.8889;2.1
ruta;1.76917142857;1.69724285714;2.34285714286
rutina;1.9;1.67275;2.1
sábana;1.5556;1.6000;3.0
sabandija;1.3333;1.3750;2.8
saber;2.32345555556;1.95745555556;1.82222222222
saber dominar;1.5000;1.6250;2.0
saber leer y escribir;2.4444;1.8333;1.2
saberse;1.2;2.2197;2.4
sabido;1.8571;1.3333;1.2
sabiduría;2.5;2.0375;1.5
sabio;2.6667;1.8000;1.2
sabioso;2.7143;1.8889;1.2
sablista;1.0000;1.8182;1.2
sabor;2.4811;2.11708;2.04
saborear;2.8333;1.6000;1.8
saburra;1.4000;1.1429;2.8
sacabocados;1.2857;2.5714;2.6
sacabotas;1.6667;1.2500;2.0
sacar;1.7110125;1.9397375;1.875
sacar a;1.2857;1.8571;2.0
sacar a flote;2.25;2.2143;1.7
sacar de la concha;2.0909;1.6667;3.0
sacar del agua;1.7500;1.2500;3.0
sacar hojas;2.1429;1.5455;3.0
sacar la patente;2.0000;1.6000;2.8
sacar por;1.4762;1.9841;2.1
sacar provecho;2.54765;1.6667;2.0
sacar sangre;1.6667;1.7000;1.0
sacarse;1.625;1.9375;2.3
sacerdocio;1.6250;1.7500;1.8
sacerdote;1.9091;2.01135;3.0
sachar;1.8889;1.5000;2.4
saco;1.899;1.474025;2.9
saco de mano;1.8333;2.3333;2.8
sacrificar;1.802075;2.35565;2.35
sacrificio;1.75833333333;2.225;2.0
sacudida;1.591975;2.1086;2.6
sacudidas;1.2857;2.2727;2.2
sacudir;1.40873333333;2.09723333333;1.86666666667
sacudir el polvo a;1.3636;1.3636;2.6
sacudirse a;1.4444;1.4444;3.0
saeta;1.5;1.55555;3.0
safarse de;1.4444;1.4444;3.0
sake;1.7143;1.3333;1.2
sal;1.90155;1.6682;2.8
sala;1.76345714286;1.74488571429;2.65714285714
sala de clase;1.5714;1.5714;2.6
sala de espera;1.9000;1.5385;2.8
sala de rancho;1.0000;1.6250;2.6
sala de recibir;1.5000;1.2500;2.6
salado;1.6364;1.7000;2.8
salario;2.04612;1.88094;2.32
saldar;1.72223333333;1.76673333333;1.73333333333
saldo;2.23335;1.9375;2.4
salero;1.6364;1.7000;2.8
salida;1.86929166667;2.07770833333;1.88333333333
salida del sol;2.8889;2.0000;2.6
salido;1.7500;1.5000;2.2
saliente;1.5000;1.7778;3.0
saliente cortante;1.5000;1.7778;3.0
salina;2.0000;1.5714;2.2
salinero;1.6364;1.7000;2.8
salir;1.79807777778;2.04353333333;2.31111111111
salir con;2.3333;2.1667;3.0
salir de un apuro;1.4444;2.3333;1.8
salir en una fotografía;2.225;1.9375;2.7
salir mal en;1.0;1.8091;1.4
salir pitando;1.5714;2.5556;2.4
salirse los ojos;1.4286;1.4286;2.2
salir sin ganar ni perder;1.2;2.2197;2.4
saliva;1.2500;2.4286;3.0
sal metálica;2.0000;1.5714;2.2
salón;1.875;1.49603333333;2.53333333333
salón interior;1.8750;1.5714;2.8
salpicadura;2.1429;2.3333;2.6
salpicar;2.07145;1.97915;2.7
salpullido;1.7143;1.8750;2.8
salsa;1.9167;1.8182;2.4
salsera;2.5000;1.8182;3.0
saltador;1.5714;2.1818;2.0
saltadura;1.7273;1.7273;2.6
saltar;1.85395;2.11295;2.46666666667
saltar al agua;2.0909;2.5455;3.0
saltar con paracaídas;2.2308;2.3846;3.0
saltar por encima de;1.79184;1.91394;2.24
saltarse;1.671425;2.300325;2.05
salto;1.80806666667;2.4485;2.86666666667
salto de agua;1.5833;2.1538;2.6
salud;2.5556;2.4444;1.2
saludable;2.7500;1.9167;1.0
saludable montón;1.5556;1.6667;1.8
saludar;1.7500;1.7500;2.0
saludo;1.70835;1.83655;2.2
saludos;2.5000;1.8333;1.8
salvación;2.7000;1.7778;1.8
salvado;2.6250;1.2857;2.2
salvaguardar;2.6667;1.5000;1.6
salvaguardia;2.8333;1.6000;2.8
salvaje;1.69445;2.25;2.5
salvamento;2.35;2.1667;2.4
salvar;1.75358;2.09066;2.6
salvo;2.6667;1.5000;1.6
salvoconducto;2.1607;2.08096666667;1.86666666667
saña;1.3111;2.45235;1.9
sanar;2.5556;2.0000;2.0
sanción;1.7778;1.7500;2.0
sancionar;1.7778;1.7500;2.0
sandía;2.6667;1.4000;3.0
sandwich;2.0000;1.5000;3.0
sándwich;2.0000;1.5000;3.0
saneamiento;2.3000;1.6667;1.4
sangradura;1.0000;2.6154;3.0
sangrar;1.4875;1.8125;2.6
sangre;1.3750;2.0000;3.0
sangre fría;1.1667;2.1667;2.2
sangría;1.375;2.2077;2.7
sanidad;2.4278;2.05555;1.3
sano;2.30355;1.625;1.5
sano y salvo;2.6250;1.2857;2.2
santo óleo;1.5714;1.5714;2.6
saque;1.841775;1.952375;1.85
saquear;1.3000;1.9000;3.0
saqueo para todo;1.8889;1.4000;2.8
sarcasmo;2.0000;1.6364;1.2
sargento;1.7500;1.4286;3.0
sarpullido;1.7143;1.8750;2.8
sarro;1.6375;1.2143;2.7
sarta;1.72915;1.35715;2.3
sartén;1.3750;1.2500;3.0
satinado;1.4444;2.3333;1.6
satinar;1.1250;2.1250;2.4
satirizar;1.6000;1.4000;1.2
satisfacción;2.7778;1.5;2.3
satisfacer;1.98678333333;1.96085;1.56666666667
satisfactorio;2.2857;1.8571;1.0
saya;2.1250;1.6667;3.0
sazón;2.0000;1.6250;1.2
sazonar;2.4375;1.94805;1.6
sazonar con pimienta;2.0000;1.6250;2.8
se;2.04444;1.57938;1.52
secador;2.27775;2.05;2.7
secante;1.8182;1.9091;2.6
secar;1.65926666667;1.94675;2.36666666667
secar con arena;2.3333;1.5000;2.8
secar con toalla;1.7500;1.3333;2.8
secar los platos;1.45;1.9841;2.2
secarse;2.3750;1.7143;2.2
sección;1.81298125;1.63609375;2.1875
sección añadida;2.0000;1.7000;2.0
seccionar;1.83335;1.4375;1.4
seco;1.4398;1.75186666667;2.86666666667
seco y firme;2.2857;2.3750;2.0
secreción;1.3333;2.2308;1.0
secretario;1.83335;1.8333;2.7
secreter;2.0000;1.8333;2.8
secreto;1.95804285714;1.51224285714;2.0
sector;2.01291666667;1.61506666667;1.96666666667
secuencia;2.1111;1.6250;1.8
secuestro;1.6250;1.8571;2.8
secular;2.0000;1.5000;1.8
secundario;1.4182;1.35;1.9
seda;3.0000;1.8750;2.8
sedal;1.4286;1.2727;2.6
sedán;1.8750;1.5714;2.8
sede;1.8125;1.42145;2.3
sedero;3.0000;1.8750;2.8
sedimento;1.4286;1.5714;1.8
seductor;1.8333;2.0000;1.8
segar;1.72223333333;1.74073333333;2.73333333333
seglar;2.0;1.5278;2.2
segmentar;2.0000;1.3750;1.8
segmento;2.0000;1.3750;1.8
segregación;1.5000;1.4000;2.0
seguimiento;1.9167;2.2727;2.2
seguir;1.85505833333;1.697975;2.01666666667
seguir a;1.6761;1.84658;2.24
seguir bueno;2.45835;1.325;2.3
seguir con la misma expresión;2.0000;1.4000;1.6
seguir disparando;1.5714;2.5556;2.4
seguir el hilo de;1.7500;2.0000;2.0
seguir hablando;2.4000;2.0000;2.2
seguir la pista a;1.7500;2.0000;2.0
seguir la pista de;1.3333;2.2000;3.0
seguir la trayectoria de;1.3333;2.2000;3.0
seguir los pasos a;1.5000;1.8000;2.6
seguir muy de cerca;1.1250;2.1250;2.4
seguirse;1.7500;2.0000;2.0
seguir sus pasos;1.2500;1.6667;1.4
según;1.8571;1.5000;2.0
segunda;1.64285;1.38885;1.3
segunda parte;1.4286;1.3333;1.6
segundo;1.4286;1.3333;1.6
segundo plano;2.1429;1.2222;2.6
segundo premio;1.4286;1.3333;1.6
según el estilo de;1.8000;1.2500;1.4
seguridad;2.4202;1.65116666667;1.8
seguridades;2.8333;2.1429;1.8
seguro;2.44166666667;1.55356666667;2.06666666667
seguro de fianza;1.9167;1.7692;1.6
seis;1.5714;1.5000;3.0
seísmo;1.1000;2.5455;2.0
selección;1.8275;1.91006666667;1.6
seleccionar;1.6667;2.1111;2.2
selecto;1.7778;2.0000;1.8
selector;1.9091;1.9167;3.0
sellar;2.3750;1.5714;2.8
sello;2.3750;1.5714;2.8
selva;1.85715;1.66665;2.9
selvático;2.1111;2.0000;2.0
semáforo;1.78333333333;1.5926;2.8
semana;1.73333333333;1.60833333333;1.73333333333
semanal;2.2000;1.7778;1.0
semanalmente;2.2000;1.7778;1.0
semblante;2.2857;1.7500;3.0
sembrar;2.066975;1.73115;2.8
sembrar al voleo;1.6667;2.2000;2.0
semejante;1.925;1.4318;1.2
semejanza;1.8333;1.6667;2.4
semen;1.8750;1.2857;3.0
semental;1.3333;1.7143;2.6
semestre;1.7000;1.5556;1.8
semilla;1.8750;1.2857;3.0
semillero;2.0000;2.1667;2.6
seminario;1.662725;1.604175;2.3
semioscuridad;1.2500;1.3750;1.4
seña;1.625;1.7857;2.4
senado;1.7778;1.2500;2.8
senador;1.3333;1.2500;2.8
señal;1.75212222222;1.81237777778;2.22222222222
señalado;1.5714;1.5714;1.2
señalar;1.97223333333;1.5377;2.46666666667
señalar a;1.83333333333;1.6607;1.8
señalar con asterisco;2.8889;2.3750;3.0
señalar con el dedo;1.6875;1.5;2.1
señalar con la cabeza;1.61365;2.13635;2.1
señalar para;1.50576666667;1.5238;2.66666666667
señal hecha con la cabeza;1.61365;2.13635;2.1
señas;1.8750;1.6364;2.8
sencillez;2.0000;1.5714;1.0
sencillo;1.77776666667;1.71426666667;1.26666666667
senda;1.3333;2.2000;3.0
sendero;1.8414;1.6274;2.55
senectud;1.7500;2.0000;2.6
seno;2.14362;1.726;2.68
señor;1.71805;1.57975;2.35
señora;2.2500;1.7500;2.6
señoras;2.1250;2.0000;2.6
señorita;1.5714;2.0000;1.4
senos;2.6667;2.4444;2.8
sensación;2.32035;1.69861666667;1.96666666667
sensación de bien estar;2.5714;1.7143;2.0
sensación grata;2.5714;1.7143;2.0
sensatez;2.4286;1.8750;1.2
sensato;2.3333;1.8000;1.4
sensibilidad;2.44545;1.66665;1.7
sensible;2.39585;1.83335;2.1
sentado;1.5000;1.1250;2.6
sentar;2.0625;1.27145;2.1
sentar a;1.7778;1.4286;2.8
sentar las bases de;2.0000;2.0909;2.6
sentencia;1.87962222222;1.68028888889;1.88888888889
sentenciar;1.7208;1.41665;2.0
sentido;1.95911;1.77579;1.72
sentimiento;2.28172857143;1.79744285714;1.6
sentimiento común;2.2222;1.5000;1.4
sentimiento de vivo placer;2.5714;1.7143;2.0
sentir;2.30195;1.83125;2.05
sentir comezón;2.2500;2.3333;1.6
sentir con otra persona;2.2222;1.5000;1.4
sentir estremecimiento;2.2500;2.3333;1.6
sentir hormigueo;2.2500;2.3333;1.6
sentir juntos;2.2222;1.5000;1.4
sentirse;2.2857;1.8625;1.8
sentirse molesto;1.3333;2.6000;1.8
sentirse molesto por;1.71665;1.56665;1.9
separación;1.3143;1.949125;2.35
separadamente;1.1111;2.1111;2.8
separado;1.3750;1.7143;2.6
separado por;1.1111;2.1111;2.8
separar;1.52326666667;1.97833333333;2.46666666667
separar del servicio;1.2857;1.6250;3.0
separarse;1.265175;2.0027;2.35
séptimo;2.0000;1.5000;1.8
sepulcral;1.5000;1.1250;2.4
sepulcro;1.2500;1.5000;2.2
séquito;2.0000;2.0000;2.8
ser;2.2242;2.0289;1.84
ser abuela;2.8750;2.1250;3.0
ser aceptado;1.8125;2.05;2.1
ser admisible;1.1429;1.7273;1.4
ser aficionado;2.7143;2.0000;1.0
ser aficionado a;3.0;2.5404;1.3
ser agricultor;1.8571;2.0000;3.0
ser algodonero;2.0000;1.4167;3.0
ser aprobado;1.8125;2.05;2.1
ser apropiado para;2.0000;2.0000;3.0
serbal;2.0000;1.8333;1.6
ser banquero;1.8571;1.7778;3.0
ser compañero;3.0000;1.6000;2.8
ser constructor;2.0000;2.1000;3.0
ser cuidadoso;2.0625;1.9026;2.3
ser de utilidad a;2.6667;1.7778;1.8
ser digno de;2.1667;1.5000;1.4
ser discorde;2.1429;1.1111;2.6
ser dominio;1.6000;1.8000;1.8
ser dueño de;2.1429;1.7143;1.8
ser duro;1.51665;1.4111;1.7
ser eficaz;1.8750;1.8571;1.8
ser el astro;2.8889;2.3750;3.0
ser el capitán de;1.8571;2.0000;3.0
serenarse;2.0000;1.3333;1.8
serenidad;1.1111;1.1667;2.2
sereno;2.45;1.5017;2.0
ser espectador;2.0000;1.8333;1.6
ser exacto;2.9167;1.7273;1.6
ser frugal;2.3333;2.0000;1.2
ser hincha de;2.55845;1.8;1.6
serie;1.99872727273;1.75988181818;2.14545454545
seriedad;2.0000;2.1818;1.8
serie de acciones;1.1429;1.4444;2.8
serie de posibilidades;2.1111;1.7778;1.0
serio;1.69445;1.97225;1.5
ser ladrón;1.625;1.9375;2.3
ser mano;1.7778;2.3000;2.0
sermón;1.1889;1.62856666667;2.13333333333
sermonear;1.0000;1.2857;2.0
sermoneo;1.2;1.94285;2.1
ser muy llamativo;1.7500;2.5714;3.0
serpentear;1.71665;1.8875;2.5
serpiente;1.4286;2.1250;3.0
ser pintor;1.8750;2.1250;3.0
ser portador;1.4018;2.00695;2.3
ser posible;1.7143;1.5000;1.6
ser propietario;1.73215;1.4432;1.1
serrar;1.7778;2.1250;2.2
ser rentable;1.8889;2.3333;2.0
ser reportero;1.7143;1.7143;2.6
ser resistente;1.51665;1.4111;1.7
ser rey;2.2500;1.8333;3.0
serrucho;1.7778;2.1250;2.2
ser semejante a;1.7778;2.1111;1.6
ser sensible;2.0000;2.0000;2.4
ser soldado;1.6250;2.2857;3.0
ser suave;2.2857;1.3333;1.6
ser suspendido;1.0;1.8091;1.4
ser suspendido en;1.6667;1.4444;1.0
ser urgente;1.1250;2.1250;2.4
ser útil;1.74605;1.91665;1.8
ser valedero;2.45835;1.325;2.3
ser ventajoso para;2.5714;2.1000;2.2
ser viajante;2.5714;3.0000;1.6
servicio;1.91808571429;1.88025714286;1.91428571429
servicio militar;2.0000;1.8333;1.6
servicios;1.85795;1.625;2.1
servidor;1.7778;1.6250;2.8
servir;1.74674285714;2.01111428571;1.68571428571
servir a;2.6667;1.7778;1.8
servir como paje;1.3333;1.6667;3.0
servir de madre a;2.6667;1.8333;3.0
servir de marco a;1.4286;1.6667;2.8
servir para;1.94445;2.04445;1.8
servirse;1.6000;1.6250;2.2
servirse de;1.8750;2.1429;1.0
ser vulgar;1.6667;1.4000;1.6
sesenta;1.5000;1.4286;2.4
sesgar;1.7273;1.7500;2.6
sesgo;1.5238;2.13763333333;2.06666666667
sesión;1.9618;2.154175;2.0
seso;2.33713333333;1.63056666667;2.26666666667
sesos;2.0000;1.6250;2.6
set;2.0000;1.4000;1.6
seta;1.7273;1.8182;2.6
setero;1.7273;1.8182;2.6
seto;1.6667;1.6000;3.0
severo;1.51785;2.15555;2.5
sexo;2.6032;2.22915;2.8
sexto;1.2000;1.3333;2.2
sexual;2.7778;2.6250;3.0
sherif;1.6667;2.2000;3.0
shorts;1.8571;1.7500;3.0
show;2.2500;1.6667;2.2
sí;2.18611666667;1.64351666667;1.36666666667
si bien;1.8333;1.7273;1.0
siega;2.2;2.16665;1.9
siempre;2.0000;1.6250;1.0
siempre que;2.0000;1.6667;1.0
sien;1.8571;1.8000;3.0
sierra;1.873025;1.6741;2.35
siestas;2.7500;2.7000;2.4
siete;1.8750;1.1429;2.0
sífilis;1.6000;1.5000;2.2
sifón;1.0000;2.4444;2.6
siglo;1.93333333333;1.752;2.0
siglos;1.6000;1.6250;1.2
significación;1.99105;1.84445;1.0
significado;1.9987;1.69188;1.4
significar;1.69762;1.74194;1.84
signo;1.67593333333;1.57143333333;2.26666666667
signo del tiempo malo;2.0000;1.0000;3.0
signo más;1.7500;1.6250;1.8
siguiente;1.5000;2.0000;1.6
silbar;2.57406666667;2.4107;2.33333333333
silbato;2.5556;2.3750;2.4
silbido;2.34576666667;2.3558;2.36666666667
silbo;2.5556;2.3750;2.4
silenciador;1.2000;1.4000;2.6
silenciar;1.8000;1.8333;1.4
silencio;2.25666;1.60928;2.08
silencioso;2.5000;1.5714;1.4
silla;2.01705;1.2987;2.8
silla de coro;1.6250;1.4286;2.6
silla de montar;2.0909;1.7000;2.6
sillín;2.10795;1.42145;2.6
sillón;1.9091;1.4545;3.0
sillón flexivo;2.5714;1.4000;3.0
silueta;1.7738;1.35715;2.0
silvestre;2.1111;2.0000;2.0
sima;1.3636;1.7273;1.8
simbólica;1.9091;1.6667;2.6
simbólico;1.3750;1.3333;2.6
símbolo;1.67593333333;1.57143333333;2.26666666667
simetría;2.2857;2.0000;1.2
simiente;1.8750;1.2857;3.0
similar;1.5000;1.3000;3.0
sí misma;2.0463;1.6212;1.6
sí mismas;2.0833;1.7000;1.2
sí mismo;2.147225;1.5909;1.8
sí mismos;2.0833;1.7000;1.2
simpatía;2.25873333333;1.6288;1.4
simpatías;2.2000;2.1111;1.4
simpático;2.47616666667;1.82593333333;1.86666666667
simple;1.7111;1.7738;1.6
simpleza;2.0000;1.5714;1.0
simplicidad;2.5556;1.5556;1.2
sin;1.6000;1.6364;1.0
sin adornos;1.6000;1.1667;2.6
sin afectación;2.3333;1.6667;1.4
sin atractivo;1.5000;1.5833;1.6
sin capacidad;1.2500;1.8571;2.6
sin carga;1.55;1.2222;3.0
sinceridad;2.25;1.5635;1.1
sincero;2.6667;1.6000;1.6
sin cesar;2.0000;1.6250;1.0
sin comodidades;1.6250;2.0000;2.2
sincopar;2.5000;2.4000;1.8
sin corriente;1.4444;1.5000;3.0
sincronización;1.7500;1.8333;1.6
sincronizar;1.9000;2.1250;2.0
sin culpa;2.7143;2.0000;1.6
sindical;2.5000;1.6000;2.6
sindicato;1.75;1.9375;1.6
síndico;2.4000;2.0000;2.4
sin domar;2.1111;2.0000;2.0
sin efecto práctico;1.5000;1.1250;2.4
sin embargo;1.63335;1.46105;1.0
sin envase;1.6364;1.5714;2.0
sin expresión;1.6000;1.1667;2.6
sinfonía;2.3333;1.8571;1.8
singular;1.1667;1.5714;1.0
sin hogar;1.4000;1.2857;2.6
sin importancia;1.2000;1.2000;1.4
sin instrucción;1.1111;1.0909;2.0
sin límites;1.9091;2.3636;2.8
sin lujo;1.5000;1.5833;1.6
sin mezcla;1.7143;1.4286;2.2
sin motor;1.8000;1.1000;1.6
si no;1.1250;1.2500;1.0
sino;1.675;1.5404;1.3
sino que;1.6000;1.6364;1.0
sin prejuicios;1.9091;2.3636;2.8
sin pulir;1.0000;1.8889;2.4
sin que;1.6000;1.6364;1.0
sin razón;1.2500;2.2857;1.0
sinsabor;1.5000;2.0000;1.4
sin sentido;1.4444;1.5000;3.0
sin significado real;1.3000;1.0000;3.0
sin techo;1.4000;1.2857;2.6
síntesis;1.7500;2.0000;1.0
síntoma;1.625;1.7857;2.4
sintonía;1.6667;1.8571;2.6
sir;1.2500;1.6000;2.2
sirvienta;1.6667;1.4444;3.0
sirviente;1.7778;1.6250;2.8
sirviente indígena;2.1818;2.2500;3.0
sisa;1.6667;1.4444;3.0
sisar;1.6667;1.4444;3.0
sistema;1.71575714286;1.69325714286;1.82857142857
sistemático;2.1000;1.5455;1.0
sistema tributario;1.0000;2.0000;1.4
sitio;1.93902727273;1.60252727273;2.01818181818
sitio web;2.0000;1.3750;2.0
situación;1.89094117647;1.75071764706;1.91764705882
situación imprevista;1.6000;2.7273;2.6
situar;1.96296666667;1.45356666667;2.1
situar en una época;2.3333;2.1667;3.0
sketch;2.0000;1.7000;2.6
snob;1.2000;1.7273;1.8
sobar;1.1250;2.1250;2.4
soberanía;2.1111;2.3750;1.0
soberano;2.3333;2.0000;1.0
soberbia;2.4000;1.9000;1.4
sobornar;2.16254;1.925;2.12
sobra;2.3636;1.7778;1.4
sobrado;1.7500;1.5000;2.2
sobrador;1.2000;1.7273;1.8
sobrante;2.0568;1.5;1.3
sobrar;2.0000;1.9000;2.6
sobre;2.1;1.125;2.7
sobrecarga;1.6000;1.8750;2.2
sobre coser;1.05555;2.5268;2.9
sobrecubierta;2.1000;1.5000;2.8
sobredosis;1.2500;2.2500;2.0
sobreestimado;1.2222;1.7778;1.8
sobremarca;2.25;2.2143;1.7
sobrepasar;1.3333;2.1250;1.4
sobreponerse a;1.6000;1.3750;2.0
sobreprima;1.6000;1.8750;2.2
sobres;2.0000;1.2857;2.2
sobresaliente;1.782025;1.89235;1.5
sobresalir;1.37145;2.4125;2.1
sobresaltar;1.1000;2.5455;2.0
sobresaltarse;1.3333;2.5000;2.8
sobresalto;1.1000;2.5455;2.0
sobretodo;1.6250;1.2727;3.0
sobreviviente;2.4545;2.1111;1.8
sobrevivir;1.70635;2.1875;2.0
socaire;1.8000;1.4444;1.0
sociable;2.6667;2.3750;1.2
social;2.2278;2.09936666667;1.8
socialismo;2.2500;2.4286;1.0
socialista;2.0000;2.0000;1.0
sociedad;1.9801625;1.801275;1.925
socio;2.00743333333;1.51746666667;2.06666666667
sociología;2.0000;2.1429;1.0
socorrer;2.0000;2.8889;1.6
socorro;2.3;2.204875;2.2
sodio;1.8333;2.0000;2.0
sofá;2.5714;1.4000;3.0
sofocar;1.2;2.2197;2.4
sofocarse;2.0000;1.9000;2.0
sofrenada;1.4444;2.3333;1.8
soga;2.1111;2.0000;2.6
sojuzgar;1.6667;1.4286;1.8
sol;2.41665;1.5238;2.6
solamente;1.0000;1.4545;2.2
solapa;1.4000;1.2222;2.4
solar;1.80035;1.5649;2.4
soldado;1.6250;2.2857;3.0
soledad;2.35715;1.5357;1.2
solemne;1.7500;1.6250;1.4
solemnidad;2.2222;2.0000;1.0
solicitación;1.9048;2.2381;1.0
solicitante;1.4722;2.08335;2.5
solicitar;1.961325;2.23015;1.5
solicitar a;1.6000;2.1000;2.4
solicitud;1.946425;2.008425;1.8
solidaridad;2.15;1.60715;1.2
solidario;1.5000;1.6000;2.8
sólido;2.3006;1.874325;2.45
solitariamente;1.0;1.3636;2.1
solitario;2.1250;1.8750;1.6
sollo;1.6667;1.5556;2.6
sólo;1.0000;1.4545;2.2
solo;1.586925;1.666675;1.75
soltar;1.682925;2.0491;2.2
